pl_name,hostname,pl_letter,hd_name,hip_name,sy_snum,sy_pnum,cb_flag,discoverymethod,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx
Kepler-198 b,Kepler-198,b,NA,NA,1,3,0,Transit,Published Confirmed,NA,NA,2.625,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.55,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5681,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 c,Kepler-198,c,NA,NA,1,3,0,Transit,Published Confirmed,49.56786126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455002.51533,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5569.29,0.95,0.98,0.114,[M/H],-0.109,4.48,NA,1.6273,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 c,Kepler-198,c,NA,NA,1,3,0,Transit,Published Confirmed,49.567416,0.259,2.47,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455002.54001,BJD,0,0.4,NA,3.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,5574,0.94,NA,NA,NA,NA,4.47,NA,NA,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 c,Kepler-198,c,NA,NA,1,3,0,Transit,Published Confirmed,49.5675359,NA,2.65,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455002.5401,JD,0,NA,NA,3.7425,NA,0.02614,NA,NA,NA,NA,NA,NA,NA,5636,0.93,0.97,0.04,[Fe/H],NA,4.49,3.72,NA,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 c,Kepler-198,c,NA,NA,1,3,0,Transit,Published Confirmed,NA,NA,2.826,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5681,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 c,Kepler-198,c,NA,NA,1,3,0,Transit,Published Confirmed,49.56752919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455002.538744,BJD,0,NA,0.0737,3.9233,NA,NA,NA,NA,NA,NA,NA,NA,NA,5569.29,0.95,0.98,0.114,[M/H],-0.109,4.48,NA,1.6273,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 d,Kepler-198,d,NA,NA,1,3,0,Transit,Published Confirmed,1.31184443,NA,1.53,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.10921,JD,0,NA,NA,1.7729,NA,0.01478,NA,NA,NA,NA,NA,NA,NA,5636,0.93,0.97,0.04,[Fe/H],NA,4.49,3.72,NA,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 d,Kepler-198,d,NA,NA,1,3,0,Transit,Published Confirmed,1.31184609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.11192,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5569.29,0.95,0.98,0.114,[M/H],-0.109,4.48,NA,1.6273,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 d,Kepler-198,d,NA,NA,1,3,0,Transit,Published Confirmed,1.31184954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.794551,BJD,0,NA,0.0268,2.0322,NA,NA,NA,NA,NA,NA,NA,NA,NA,5569.29,0.95,0.98,0.114,[M/H],-0.109,4.48,NA,1.6273,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-198 d,Kepler-198,d,NA,NA,1,3,0,Transit,Published Confirmed,NA,NA,1.393,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444.52,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5681,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,2.5831142,-1.67881,1.96318,495.358,1.98998
Kepler-1980 b,Kepler-1980,b,NA,NA,1,1,0,Transit,Published Confirmed,33.0257988,NA,2.845,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819,0.99,1.05,0.14,[Fe/H],NA,4.47,NA,1.3454,NA,NA,NA,19h40m40.13s,295.1672065,+38d38m13.34s,38.637039,7.84665,72.54413,58.65787,309.68548,5.7098449,-2.45337,-5.1559,1709.4,0.56016
Kepler-1985 b,Kepler-1985,b,NA,NA,1,1,0,Transit,Published Confirmed,3.42065001,NA,2.221,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,0.97,0.88,0.14,[Fe/H],NA,4.41,NA,0.4717,NA,NA,NA,19h34m15.93s,293.5663715,+42d07m57.30s,42.1325825,10.56064,75.09485,62.35974,309.72207,NA,NA,NA,NA,NA
Kepler-1989 b,Kepler-1989,b,NA,NA,1,1,0,Transit,Published Confirmed,10.16100025,NA,4.761,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6032,1.06,1,-0.14,[Fe/H],NA,4.39,NA,1.1647,NA,NA,NA,19h22m56.44s,290.7351869,+44d05m28.54s,44.091262,13.27861,75.96152,64.90123,306.82919,11.2958043,3.77737,-10.6455,1252.13,0.770016
Kepler-199 b,Kepler-199,b,NA,NA,1,2,0,Transit,Published Confirmed,23.637604,0.158,3.11,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455005.64846,BJD,1,0.15,NA,4.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,5644,0.97,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-199 b,Kepler-199,b,NA,NA,1,2,0,Transit,Published Confirmed,23.64210501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454981.948855,BJD,1,NA,0.1189,5.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,5698.3,0.92,1.01,-0.048,[M/H],-0.097,4.52,NA,1.842,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-199 b,Kepler-199,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,3.027,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.68,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5721,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-199 c,Kepler-199,c,NA,NA,1,2,0,Transit,Published Confirmed,67.09331096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454979.56802,BJD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5698.3,0.92,1.01,-0.048,[M/H],-0.097,4.52,NA,1.842,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-199 c,Kepler-199,c,NA,NA,1,2,0,Transit,Published Confirmed,67.09342695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454979.564327,BJD,1,NA,0.1354,7.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,5698.3,0.92,1.01,-0.048,[M/H],-0.097,4.52,NA,1.842,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-199 c,Kepler-199,c,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,3.655,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5721,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-199 c,Kepler-199,c,NA,NA,1,2,0,Transit,Published Confirmed,67.093408,0.316,3.25,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454979.56577,BJD,1,0.13,NA,6.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,5644,0.97,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA,19h42m14.26s,295.5594278,+40d14m10.50s,40.236249,8.34737,74.10843,60.06368,311.29552,4.0256381,-1.94326,-3.52555,521.054,1.8904
Kepler-1990 b,Kepler-1990,b,NA,NA,1,2,0,Transit,Published Confirmed,1.73512995,NA,3.914,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5751,1.07,1.03,0.21,[Fe/H],NA,4.39,NA,1.368,NA,NA,NA,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,7.76339,79.32401,62.75291,320.60547,10.8451753,-3.15374,-10.3765,392.739,2.51773
Kepler-1990 b,Kepler-1990,b,NA,NA,1,2,0,Transit,Published Confirmed,1.73513611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.588905,BJD,0,NA,0.0945,2.5812,NA,NA,NA,NA,NA,NA,NA,NA,NA,5940,1.08,1.08,NA,NA,0.117,4.4,NA,1.2073,NA,NA,NA,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,7.76339,79.32401,62.75291,320.60547,10.8451753,-3.15374,-10.3765,392.739,2.51773
Kepler-1990 c,Kepler-1990,c,NA,NA,1,2,0,Transit,Published Confirmed,4.06842995,NA,1.187,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5751,1.07,1.03,0.21,[Fe/H],NA,4.39,NA,0.9182,NA,NA,NA,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,7.76339,79.32401,62.75291,320.60547,10.8451753,-3.15374,-10.3765,392.739,2.51773
Kepler-1991 b,Kepler-1991,b,NA,NA,1,2,0,Transit,Published Confirmed,13.26080036,NA,1.846,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5478,1.05,0.91,0.16,[Fe/H],NA,4.35,NA,1.8071,NA,NA,NA,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,17.39498,75.23947,67.05291,298.0256,15.1072656,-7.93703,-12.8543,855.82,1.13978
Kepler-1991 c,Kepler-1991,c,NA,NA,1,2,0,Transit,Published Confirmed,22.79009217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.690072,BJD,0,NA,0.0654,5.1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,5477,0.98,0.96,NA,NA,-0.108,4.44,NA,1.4371,NA,NA,NA,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,17.39498,75.23947,67.05291,298.0256,15.1072656,-7.93703,-12.8543,855.82,1.13978
Kepler-1991 c,Kepler-1991,c,NA,NA,1,2,0,Transit,Published Confirmed,22.79019928,NA,2.908,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5478,1.05,0.91,0.16,[Fe/H],NA,4.35,NA,1.6025,NA,NA,NA,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,17.39498,75.23947,67.05291,298.0256,15.1072656,-7.93703,-12.8543,855.82,1.13978
Kepler-1994 b,Kepler-1994,b,NA,NA,1,1,0,Transit,Published Confirmed,4.61231995,NA,0.622,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5495,0.96,0.93,0.16,[Fe/H],NA,4.44,NA,2.0228,NA,NA,NA,19h48m35.71s,297.1487941,+46d17m48.93s,46.2969247,10.24589,80.05739,65.20692,318.74429,2.8275236,-2.48883,-1.34187,241.991,4.10366
Kepler-1995 b,Kepler-1995,b,NA,NA,1,1,0,Transit,Published Confirmed,73.75779724,NA,4.617,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5029,0.93,0.85,0.48,[Fe/H],NA,4.43,NA,14.0076,NA,NA,NA,18h57m22.25s,284.342725,+46d18m59.73s,46.3165907,18.29089,76.28124,68.38245,297.66848,3.9912629,-2.94671,2.69204,595.331,1.65127
Kepler-1997 b,Kepler-1997,b,NA,NA,1,1,0,Transit,Published Confirmed,26.75749969,NA,2.443,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6215,1.05,1.11,-0.06,[Fe/H],NA,4.44,NA,0.9186,NA,NA,NA,19h49m55.40s,297.4808253,+46d35m20.89s,46.5891373,10.18663,80.42965,65.36991,319.54186,8.5213899,-2.5169,-8.14121,1502.34,0.637792
Kepler-1997 b,Kepler-1997,b,NA,NA,1,1,0,Transit,Published Confirmed,26.75902695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455211.06647,BJD,0,NA,0.0497,6.0542,NA,NA,NA,NA,NA,NA,NA,NA,NA,6031,1.07,1.12,NA,NA,0.132,4.43,NA,1.3042,NA,NA,NA,19h49m55.40s,297.4808253,+46d35m20.89s,46.5891373,10.18663,80.42965,65.36991,319.54186,8.5213899,-2.5169,-8.14121,1502.34,0.637792
Kepler-1998 b,Kepler-1998,b,NA,NA,1,1,0,Transit,Published Confirmed,3.03263998,NA,0.694,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5640,0.92,0.96,0.06,[Fe/H],NA,4.49,NA,4.2915,NA,NA,NA,18h53m43.00s,283.4291536,+47d35m32.63s,47.5923973,19.3122,77.32348,69.77853,296.9409,18.6631044,-0.573199,-18.6543,340.965,2.9041
Kepler-20 b,Kepler-20,b,NA,NA,2,6,0,Transit,Published Confirmed,3.69610487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.50225,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 b,Kepler-20,b,NA,NA,2,6,0,Transit,Published Confirmed,3.69611525,0.0463,1.868,0.167,9.7,0.03052,NA,NA,NA,NA,9.7,0.03052,Mass,8.2,0.03,NA,1105,87.355,2454967.502014,BJD,0,NA,NA,NA,10.34,0.01774,NA,NA,NA,4.2,NA,NA,NA,5495,0.96,0.95,0.07,[M/H],NA,4.45,7.6,NA,2,NA,-20.93,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 b,Kepler-20,b,NA,NA,2,6,0,Transit,Published Confirmed,3.6961049,0.04565,1.773,0.158,9.7,0.03052,NA,NA,NA,NA,9.7,0.03052,Mass,9.4,0.083,331,1187,87.36,2454967.50225,BJD-TDB,0,NA,NA,NA,NA,NA,NA,NA,NA,4.23,NA,NA,NA,5495,0.92,0.93,0.07,[Fe/H],NA,NA,5.6,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 b,Kepler-20,b,NA,NA,2,6,0,Transit,Published Confirmed,3.6961219,0.04537,1.91,0.17,8.7,0.027,NA,NA,NA,NA,8.7,0.027,Mass,6.5,0.32,NA,1014,86.5,2454967.50027,BJD,0,0.633,NA,NA,10.29,0.01855,NA,NA,NA,3.72,NA,NA,NA,5455,0.94,0.91,0.01,[Fe/H],-0.149,4.4,8.8,1.51,NA,NA,-21.87,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 b,Kepler-20,b,NA,NA,2,6,0,Transit,Published Confirmed,3.69611967,NA,2.13,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.501577,JD,0,NA,NA,2.5474,NA,0.02087,NA,NA,NA,NA,NA,NA,NA,5569,0.93,0.95,0.04,[Fe/H],NA,4.48,5.25,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 b,Kepler-20,b,NA,NA,2,6,0,Transit,Published Confirmed,3.69611757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.502139,BJD,0,NA,0.0398,2.8102,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 c,Kepler-20,c,NA,NA,2,6,0,Transit,Published Confirmed,10.854092,0.093,3.07,0.274,16.1,0.051,NA,NA,NA,NA,16.1,0.051,Mass,2.91,0.4,NA,713,88.39,2454971.60758,BJD,0,0.594,NA,NA,21.1,0.02975,NA,NA,NA,4.83,NA,NA,NA,5455,0.94,0.91,0.01,[Fe/H],-0.149,4.4,8.8,1.51,NA,NA,-21.87,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 c,Kepler-20,c,NA,NA,2,6,0,Transit,Published Confirmed,10.85409783,NA,3.04,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.607944,JD,0,NA,NA,3.7747,NA,0.02996,NA,NA,NA,NA,NA,NA,NA,5569,0.93,0.95,0.04,[Fe/H],NA,4.48,5.25,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 c,Kepler-20,c,NA,NA,2,6,0,Transit,Published Confirmed,10.8540774,0.0936,2.894,0.258,11.1,0.03492,NA,NA,NA,NA,11.1,0.03492,Mass,2.51,0.076,78.7,828,89.815,2454971.60886,BJD-TDB,0,NA,NA,NA,NA,NA,NA,NA,NA,3.38,NA,NA,NA,5495,0.92,0.93,0.07,[Fe/H],NA,NA,5.6,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 c,Kepler-20,c,NA,NA,2,6,0,Transit,Published Confirmed,10.85409089,0.0949,3.047,0.272,12.75,0.04012,NA,NA,NA,NA,12.75,0.04012,Mass,2.5,0.16,NA,772,89.815,2454971.607955,BJD,0,NA,NA,NA,21.17,0.02895,NA,NA,NA,3.84,NA,NA,NA,5495,0.96,0.95,0.07,[M/H],NA,4.45,7.6,NA,2,NA,-20.93,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 c,Kepler-20,c,NA,NA,2,6,0,Transit,Published Confirmed,10.85407744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.60886,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 c,Kepler-20,c,NA,NA,2,6,0,Transit,Published Confirmed,10.8541002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.606944,BJD,0,NA,0.1045,4.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 d,Kepler-20,d,NA,NA,2,6,0,Transit,Published Confirmed,77.6115987,NA,2.63,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454997.72679,JD,0,NA,NA,7.2566,NA,0.02592,NA,NA,NA,NA,NA,NA,NA,5569,0.93,0.95,0.04,[Fe/H],NA,4.48,5.25,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 d,Kepler-20,d,NA,NA,2,6,0,Transit,Published Confirmed,77.61145505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454997.72961,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 d,Kepler-20,d,NA,NA,2,6,0,Transit,Published Confirmed,77.611455,0.3474,2.606,0.232,13.4,0.04216,NA,NA,NA,NA,13.4,0.04216,Mass,4.1,0.082,5.71,430,89.708,2454997.7296,BJD-TDB,0,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,NA,5495,0.92,0.93,0.07,[Fe/H],NA,NA,5.6,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 d,Kepler-20,d,NA,NA,2,6,0,Transit,Published Confirmed,77.61184,0.3453,2.75,0.245,20.1,0.063,NA,NA,NA,NA,20.1,0.063,Mass,4.07,0.6,NA,369,89.57,2454997.7271,BJD,0,0.588,NA,NA,78.3,0.0267,NA,NA,NA,1.2,NA,NA,NA,5455,0.94,0.91,0.01,[Fe/H],-0.149,4.4,8.8,1.51,NA,NA,-21.87,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 d,Kepler-20,d,NA,NA,2,6,0,Transit,Published Confirmed,77.61154162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454997.725569,BJD,0,NA,0.0839,7.6201,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 d,Kepler-20,d,NA,NA,2,6,0,Transit,Published Confirmed,77.61130017,0.3506,2.744,0.245,10.07,0.03168,NA,NA,NA,NA,10.07,0.03168,Mass,2.7,NA,NA,401,89.708,2454997.7303,BJD,0,NA,NA,NA,78.23,0.02607,NA,NA,NA,1.57,NA,NA,NA,5495,0.96,0.95,0.07,[M/H],NA,4.45,7.6,NA,2,NA,-20.93,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
