pl_name,hostname,pl_letter,hd_name,hip_name,sy_snum,sy_pnum,cb_flag,discoverymethod,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx
Kepler-10 b,Kepler-10,b,NA,NA,1,3,0,Transit,Published Confirmed,0.8374912,0.01687,1.46,0.13,4.6,0.01447,NA,NA,NA,NA,4.6,0.01447,Mass,8.15,0,NA,2160,84.15,NA,NA,0,NA,NA,NA,3.408,0.01254,NA,NA,NA,3.3,NA,NA,NA,5643,1.06,0.91,-0.15,[Fe/H],NA,NA,10.41,1.068,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 b,Kepler-10,b,NA,NA,1,3,0,Transit,Published Confirmed,0.83749133,NA,1.51,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.574756,JD,0,NA,NA,1.8076,NA,0.01258,NA,NA,NA,NA,NA,NA,NA,5705,1.06,0.92,-0.14,[Fe/H],NA,4.35,9.12,NA,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 b,Kepler-10,b,NA,NA,1,3,0,Transit,Published Confirmed,NA,NA,1.489,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3741.78,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5599,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 b,Kepler-10,b,NA,NA,1,3,0,Transit,Published Confirmed,0.83749026,NA,1.473,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,NA,1.1079,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.294292,NA,2.323,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,NA,1.1079,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.29427,0.2413,2.32,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,89.64,NA,NA,1,NA,NA,NA,48.75,0.01998,NA,NA,NA,NA,NA,NA,NA,5643,1.06,0.91,-0.15,[Fe/H],NA,NA,10.41,1.068,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.2946,NA,NA,NA,7.37,0.02319,NA,NA,NA,NA,7.37,0.02319,Mass,3.14,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,NA,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,NA,1.1079,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.294301,NA,2.35,0.21,17.2,0.054,NA,NA,NA,NA,17.2,0.054,Mass,7.1,0,NA,584,89.59,2455062.26648,BJD-TDB,1,0.36,NA,6.898,47.9,0.02019,NA,NA,NA,3.26,NA,NA,NA,5708,1.06,0.91,-0.15,[Fe/H],NA,4.34,10.6,1.068,2.04,NA,-98.74,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.2941835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.6801,BJD,1,NA,0.0477,6.9236,NA,NA,NA,NA,NA,NA,NA,NA,NA,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,NA,1.1079,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.294301,0.241,2.35,0.21,13.98,0.04399,NA,NA,NA,NA,13.98,0.04399,Mass,5.94,0,NA,NA,NA,2455062.26648,BJD,1,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,NA,5708,1.06,0.91,-0.15,[Fe/H],0.002,4.34,10.6,NA,2.04,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.29430079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455062.26651,BJD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,NA,1.1079,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,NA,NA,2.351,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5599,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.29485,0.2407,2.227,0.199,20,0.063,NA,NA,NA,NA,20,0.063,Mass,10,0,NA,485,89.65,2454971.6761,HJD,1,0.299,0.0344,6.863,49.1,0.01938,NA,NA,NA,NA,NA,NA,NA,5627,1.06,0.9,-0.15,[Fe/H],0.002,4.34,11.9,NA,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.294314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455741.68114,BJD,1,0.3182,NA,NA,NA,0.02041,NA,NA,NA,NA,NA,NA,NA,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,NA,1.1079,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.29431717,NA,2.32,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.67748,JD,1,NA,NA,6.8714,NA,0.01978,NA,NA,NA,NA,NA,NA,NA,5705,1.06,0.92,-0.14,[Fe/H],NA,4.35,9.12,NA,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-10 c,Kepler-10,c,NA,NA,1,3,0,Transit,Published Confirmed,45.294301,0.241,2.355,0.21,11.4,0.03587,NA,NA,NA,NA,11.4,0.03587,Mass,4.78,0.13,18.68,578,89.623,2455062.26648,BJD-TDB,1,NA,NA,NA,NA,NA,NA,NA,NA,2.19,NA,NA,NA,5708,1.06,0.91,-0.15,[Fe/H],NA,NA,10.6,NA,NA,NA,NA,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185
Kepler-1005 b,Kepler-1005,b,NA,NA,1,1,0,Transit,Published Confirmed,6.49801525,NA,1.5,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454969.00125,JD,0,NA,NA,2.3167,NA,0.01271,NA,NA,NA,NA,NA,NA,NA,5782,1.06,1,0.02,[Fe/H],NA,4.38,6.17,NA,NA,NA,NA,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,15.91092,73.8928,65.12757,299.01332,17.5000576,-14.6233,9.61307,567.806,1.7323
Kepler-1012 b,Kepler-1012,b,NA,NA,1,1,0,Transit,Published Confirmed,5.50860439,NA,1.29,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.29848,JD,0,NA,NA,2.9468,NA,0.01312,NA,NA,NA,NA,NA,NA,NA,5556,0.91,0.95,0.05,[Fe/H],NA,4.5,3.72,NA,NA,NA,NA,19h17m11.09s,289.2962253,+46d27m28.76s,46.4579889,15.17668,77.75547,67.47074,306.44679,4.7089753,-2.11391,4.20783,411.077,2.40375
Kepler-1016 b,Kepler-1016,b,NA,NA,1,2,0,Transit,Published Confirmed,1.95452434,NA,2.18,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.29717,JD,0,NA,NA,2.096,NA,0.02035,NA,NA,NA,NA,NA,NA,NA,5821,1,0.99,-0.03,[Fe/H],NA,4.44,3.89,NA,NA,NA,NA,19h38m27.29s,294.613689,+45d59m04.66s,45.9846265,11.65065,78.93727,65.65669,314.59118,2.6102771,2.33053,1.17566,1402.82,0.684883
Kepler-1016 c,Kepler-1016,c,NA,NA,1,2,0,Transit,Published Confirmed,105.6551369,NA,3.68,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455063.10031,JD,0,NA,NA,9.243,NA,0.03367,NA,NA,NA,NA,NA,NA,NA,5821,1,0.99,-0.03,[Fe/H],NA,4.44,3.89,NA,NA,NA,NA,19h38m27.29s,294.613689,+45d59m04.66s,45.9846265,11.65065,78.93727,65.65669,314.59118,2.6102771,2.33053,1.17566,1402.82,0.684883
Kepler-1018 b,Kepler-1018,b,NA,NA,1,1,0,Transit,Published Confirmed,49.10106296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454969.477422,BJD,0,NA,0.0857,6.5894,NA,NA,NA,NA,NA,NA,NA,NA,NA,5488,1.01,0.96,NA,NA,-0.082,4.41,NA,1.3282,NA,NA,NA,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,18.46206,75.19311,67.6374,295.70466,5.6215016,5.57498,-0.721719,1010.01,0.961555
Kepler-1018 b,Kepler-1018,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,3.007,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5374,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,18.46206,75.19311,67.6374,295.70466,5.6215016,5.57498,-0.721719,1010.01,0.961555
Kepler-1018 b,Kepler-1018,b,NA,NA,1,1,0,Transit,Published Confirmed,49.10109488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454969.47336,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5488,1.01,0.96,NA,NA,-0.082,4.41,NA,1.3282,NA,NA,NA,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,18.46206,75.19311,67.6374,295.70466,5.6215016,5.57498,-0.721719,1010.01,0.961555
Kepler-1023 b,Kepler-1023,b,NA,NA,1,1,0,Transit,Published Confirmed,62.13839425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454994.15119,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5268,0.96,0.9,NA,NA,-0.193,4.43,NA,1.4263,NA,NA,NA,19h16m07.13s,289.0297232,+49d46m10.93s,49.7697034,16.63901,80.85082,70.61759,309.38269,7.7872498,-6.42912,-4.39405,694.175,1.41206
Kepler-1023 b,Kepler-1023,b,NA,NA,1,1,0,Transit,Published Confirmed,62.13874912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454994.14763,BJD,0,NA,0.0905,4.3521,NA,NA,NA,NA,NA,NA,NA,NA,NA,5268,0.96,0.9,NA,NA,-0.193,4.43,NA,1.4263,NA,NA,NA,19h16m07.13s,289.0297232,+49d46m10.93s,49.7697034,16.63901,80.85082,70.61759,309.38269,7.7872498,-6.42912,-4.39405,694.175,1.41206
Kepler-1023 b,Kepler-1023,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.936,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5354,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h16m07.13s,289.0297232,+49d46m10.93s,49.7697034,16.63901,80.85082,70.61759,309.38269,7.7872498,-6.42912,-4.39405,694.175,1.41206
Kepler-1033 b,Kepler-1033,b,NA,NA,1,1,0,Transit,Published Confirmed,7.56048552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.47759,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5465,0.97,0.96,NA,NA,-0.126,4.45,NA,1.5056,NA,NA,NA,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,18.01842,74.46962,66.81985,295.64146,16.1411619,-6.30289,-14.8597,1455.5,0.658674
Kepler-1033 b,Kepler-1033,b,NA,NA,1,1,0,Transit,Published Confirmed,7.56052455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455005.281214,BJD,0,NA,0.0728,4.0427,NA,NA,NA,NA,NA,NA,NA,NA,NA,5465,0.97,0.96,NA,NA,-0.126,4.45,NA,1.5056,NA,NA,NA,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,18.01842,74.46962,66.81985,295.64146,16.1411619,-6.30289,-14.8597,1455.5,0.658674
Kepler-1033 b,Kepler-1033,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.366,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5890,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,18.01842,74.46962,66.81985,295.64146,16.1411619,-6.30289,-14.8597,1455.5,0.658674
Kepler-1033 b,Kepler-1033,b,NA,NA,1,1,0,Transit,Published Confirmed,7.56052806,NA,2.51,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.4789,JD,0,NA,NA,3.8262,NA,0.02508,NA,NA,NA,NA,NA,NA,NA,5547,0.92,0.94,0.06,[Fe/H],NA,4.49,5.01,NA,NA,NA,NA,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,18.01842,74.46962,66.81985,295.64146,16.1411619,-6.30289,-14.8597,1455.5,0.658674
Kepler-1035 b,Kepler-1035,b,NA,NA,1,1,0,Transit,Published Confirmed,2.71407755,NA,1.17,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.71203,JD,0,NA,NA,1.2618,NA,0.01123,NA,NA,NA,NA,NA,NA,NA,5763,0.97,0.98,-0.03,[Fe/H],NA,4.45,4.47,NA,NA,NA,NA,19h16m10.14s,289.042243,+42d52m57.00s,42.8824991,13.89008,74.30404,64.14039,303.23411,11.7350307,8.35877,-8.23662,562.116,1.75296
Kepler-104 b,Kepler-104,b,NA,NA,2,3,0,Transit,Published Confirmed,11.42754563,NA,2.36,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454970.613679,JD,0,NA,NA,4.5598,NA,0.02071,NA,NA,NA,NA,NA,NA,NA,6032,1.03,1.01,-0.2,[Fe/H],NA,4.42,3.72,NA,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 b,Kepler-104,b,NA,NA,2,3,0,Transit,Published Confirmed,11.42754338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454959.186542,BJD,0,NA,0.0509,4.8872,NA,NA,NA,NA,NA,NA,NA,NA,NA,5921,1.05,1.08,-0.38,[M/H],0.089,4.43,NA,1.3035,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 b,Kepler-104,b,NA,NA,2,3,0,Transit,Published Confirmed,NA,NA,2.481,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.91,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 b,Kepler-104,b,NA,NA,2,3,0,Transit,Published Confirmed,11.42747893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454970.61851,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5921,1.05,1.08,-0.38,[M/H],0.089,4.43,NA,1.3035,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 c,Kepler-104,c,NA,NA,2,3,0,Transit,Published Confirmed,NA,NA,2.446,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.44,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 c,Kepler-104,c,NA,NA,2,3,0,Transit,Published Confirmed,23.66836427,NA,2.35,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.71366,JD,0,NA,NA,5.7818,NA,0.02057,NA,NA,NA,NA,NA,NA,NA,6032,1.03,1.01,-0.2,[Fe/H],NA,4.42,3.72,NA,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 c,Kepler-104,c,NA,NA,2,3,0,Transit,Published Confirmed,23.66838592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.71255,BJD,0,NA,0.0464,5.9932,NA,NA,NA,NA,NA,NA,NA,NA,NA,5921,1.05,1.08,-0.38,[M/H],0.089,4.43,NA,1.3035,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 c,Kepler-104,c,NA,NA,2,3,0,Transit,Published Confirmed,23.6683319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.71503,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5921,1.05,1.08,-0.38,[M/H],0.089,4.43,NA,1.3035,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 d,Kepler-104,d,NA,NA,2,3,0,Transit,Published Confirmed,NA,NA,2.752,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.01,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 d,Kepler-104,d,NA,NA,2,3,0,Transit,Published Confirmed,51.75529576,NA,2.59,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455104.08787,JD,0,NA,NA,7.3501,NA,0.02295,NA,NA,NA,NA,NA,NA,NA,6032,1.03,1.01,-0.2,[Fe/H],NA,4.42,3.72,NA,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 d,Kepler-104,d,NA,NA,2,3,0,Transit,Published Confirmed,51.75527554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455104.08903,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5921,1.05,1.08,-0.38,[M/H],0.089,4.43,NA,1.3035,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-104 d,Kepler-104,d,NA,NA,2,3,0,Transit,Published Confirmed,51.75530801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455000.578151,BJD,0,NA,0.0613,7.5456,NA,NA,NA,NA,NA,NA,NA,NA,NA,5921,1.05,1.08,-0.38,[M/H],0.089,4.43,NA,1.3035,NA,NA,NA,19h10m25.12s,287.6046621,+42d09m59.44s,42.1665104,14.56786,73.18543,63.75577,300.45714,52.9133767,4.35566,-52.7338,400.785,2.46657
Kepler-1040 b,Kepler-1040,b,NA,NA,1,1,0,Transit,Published Confirmed,201.1214,NA,2.08,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455020.56107,JD,1,NA,NA,10.575,NA,0.01989,NA,NA,NA,NA,NA,NA,NA,5694,0.96,0.98,0.01,[Fe/H],NA,4.47,4.17,NA,NA,NA,NA,18h52m27.30s,283.1137663,+48d07m52.60s,48.1312774,19.68957,77.78923,70.3544,296.76629,21.7937685,-2.93819,-21.5948,482.119,2.04531
Kepler-1040 b,Kepler-1040,b,NA,NA,1,1,0,Transit,Published Confirmed,201.1206183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455020.5658,BJD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5689.91,0.98,1.01,0.064,[M/H],-0.044,4.46,NA,1.5198,NA,NA,NA,18h52m27.30s,283.1137663,+48d07m52.60s,48.1312774,19.68957,77.78923,70.3544,296.76629,21.7937685,-2.93819,-21.5948,482.119,2.04531
Kepler-1040 b,Kepler-1040,b,NA,NA,1,1,0,Transit,Published Confirmed,201.12147374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455020.562425,BJD,1,NA,0.0506,10.1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,5689.91,0.98,1.01,0.064,[M/H],-0.044,4.46,NA,1.5198,NA,NA,NA,18h52m27.30s,283.1137663,+48d07m52.60s,48.1312774,19.68957,77.78923,70.3544,296.76629,21.7937685,-2.93819,-21.5948,482.119,2.04531
Kepler-1040 b,Kepler-1040,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.344,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5696,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h52m27.30s,283.1137663,+48d07m52.60s,48.1312774,19.68957,77.78923,70.3544,296.76629,21.7937685,-2.93819,-21.5948,482.119,2.04531
Kepler-1041 b,Kepler-1041,b,NA,NA,1,1,0,Transit,Published Confirmed,24.7576421,NA,2.94,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454975.06892,JD,0,NA,NA,7.361,NA,0.02458,NA,NA,NA,NA,NA,NA,NA,5957,1.08,1.06,0.01,[Fe/H],NA,4.4,3.55,NA,NA,NA,NA,19h35m31.62s,293.8817361,+49d40m59.31s,49.6831419,13.74396,82.10329,69.21074,317.55848,1.527279,0.511582,1.43905,1485.82,0.644206
Kepler-1043 b,Kepler-1043,b,NA,NA,1,1,0,Transit,Published Confirmed,38.50546675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454991.30094,BJD,0,NA,0.0706,5.8221,NA,NA,NA,NA,NA,NA,NA,NA,NA,5710,0.94,1.02,NA,NA,-0.073,4.5,NA,1.7348,NA,NA,NA,18h46m39.11s,281.6629579,+47d34m06.93s,47.5685927,20.43192,76.89006,70.05528,293.56508,5.64605,-3.98131,4.00338,903.332,1.07828
